row,upper_arm_left,upper_arm_left_cp,upper_arm_right,upper_arm_right_cp,lower_arm_left,lower_arm_left_cp,lower_arm_right,lower_arm_right_cp,neck,neck_cp,trunk,trunk_cp,legs,legs_cp,wrist_left,wrist_left_cp,wrist_right,wrist_right_cp
396,55.0,4.743813569731924e-145,27.0,4.737618597231865e-97,65.0,6.09766486875016e-98,98.0,4.6491068425824566e-142,15.0,7.288207802729844e-136,14.0,8.933417419663193e-180,24.0,3.9960970106334555e-30,17.0,4.824720936282434e-89,55.0,7.674974789295706e-103
397,54.0,1.4674219320220533e-145,27.0,2.0310035938388519e-97,73.0,2.708885288948934e-99,100.0,5.238820229504196e-143,14.0,3.513555245908015e-136,14.0,2.973643875407432e-180,25.0,2.703250169670367e-30,13.0,6.072004400482616e-90,58.0,4.661014105836273e-103
398,55.0,5.01164932301165e-146,29.0,8.960678861318185e-98,77.0,1.20451205829941e-100,101.0,6.434793731604489e-144,15.0,1.7926303972807946e-136,17.0,9.450764108855782e-181,27.0,1.5170189172780959e-30,9.0,8.434314977949509e-91,54.0,2.8764734535061144e-103
399,54.0,1.85495462862628e-146,29.0,4.0728093592586405e-98,84.0,5.828620300961842e-102,103.0,8.613838916469536e-145,15.0,9.754860147732546e-137,19.0,3.0274963832697545e-181,30.0,8.588102285250299e-31,7.0,1.2809649218857635e-91,47.0,1.8287458545144576e-103
400,49.0,7.396210263675224e-147,26.0,1.9092737722553608e-98,87.0,3.086298615678705e-103,104.0,1.2438222644107527e-145,15.0,5.739822676401665e-137,16.0,9.776356210659536e-182,32.0,4.905570048967266e-31,11.0,2.1956644512034946e-92,37.0,1.209415616619817e-103
401,47.0,3.1639492953760233e-147,26.0,9.243285093506368e-99,89.0,1.6974523598779315e-104,102.0,1.9459205615766446e-146,15.0,3.809164166889942e-137,15.0,3.182656738850108e-182,36.0,2.8278626215350463e-31,14.0,4.280605597784303e-93,26.0,8.808832723967086e-104
402,42.0,1.533259711276848e-147,22.0,4.628177291197145e-99,87.0,1.04256866738791e-105,100.0,3.344581236363875e-147,14.0,3.444923792582632e-137,11.0,1.060438303725428e-182,39.0,1.64551061742301e-31,11.0,9.583572182979751e-94,13.0,6.982315627850333e-104
403,39.0,8.070601923836059e-148,19.0,2.4008033924806154e-99,85.0,7.274690652468889e-107,98.0,6.137780643728687e-148,15.0,7.090397746370962e-137,8.0,3.562544729628775e-183,42.0,9.667648946880404e-32,9.0,2.493505164907865e-94,7.0,6.016958662329602e-104
404,38.0,4.6373309169522745e-148,16.0,1.292776557909887e-99,86.0,6.344885869578868e-108,98.0,1.2227349942982044e-148,14.0,3.599146123627311e-136,4.0,1.206866247891987e-183,45.0,5.736291985925312e-32,5.0,7.633093193494947e-95,5.0,5.513819892363623e-104
405,35.0,2.9335974366131514e-148,15.0,7.077057273600707e-100,89.0,7.869840180348443e-109,97.0,2.6494834708920154e-149,14.0,2.813306485846833e-135,2.0,4.1231613655837167e-184,47.0,3.438379117159617e-32,5.0,2.8439468782117106e-95,8.0,5.262474765433782e-104
406,32.0,2.069865378820211e-148,16.0,4.0530362957247793e-100,92.0,3.2362409427118745e-109,96.0,6.40018860055022e-150,13.0,2.8475016790295184e-134,2.0,1.420787174867035e-184,49.0,2.0826890701172546e-32,13.0,1.6222284347737948e-95,11.0,5.121437109979463e-104
407,29.0,1.5141927405727252e-148,16.0,2.391337451736635e-100,93.0,5.478200762320354e-109,96.0,1.6921050516977047e-150,13.0,6.642049573947606e-134,1.0,4.9388169082107526e-185,51.0,1.5745004998668202e-32,19.0,4.6542450761076586e-95,14.0,5.625166299723743e-104
408,27.0,1.0030039145472927e-148,18.0,1.4964146314416573e-100,92.0,1.189881425828686e-108,90.0,5.521408253877994e-151,14.0,1.586185028092715e-134,4.0,1.973191776808841e-185,48.0,1.5364430111869173e-32,14.0,4.885886774794051e-94,15.0,8.848784166875917e-104
409,24.0,7.014863028322375e-149,20.0,1.0015281973043377e-100,90.0,1.9106910897982397e-108,86.0,1.8647747315520676e-151,14.0,3.832069495057183e-135,6.0,9.420803729859855e-186,45.0,1.5370174354739113e-32,19.0,5.341444286139239e-93,16.0,4.47651072983571e-103
410,22.0,7.5563635933654285e-149,20.0,7.25562502481631e-101,90.0,1.984737397157963e-108,86.0,6.389859144526084e-152,15.0,4.9049940775982244e-136,6.0,5.759920499154072e-186,44.0,1.2306328375600053e-32,23.0,2.8161815360095344e-92,14.0,1.9328395030465163e-101
411,22.0,9.922889401058886e-149,20.0,5.820139823817544e-101,93.0,1.2407718072082108e-108,89.0,2.199359625698255e-152,15.0,4.743314967229724e-137,7.0,3.605210178617589e-186,44.0,5.499992143522475e-33,23.0,3.4089896468041524e-92,13.0,7.086903734466076e-100
412,22.0,1.0785099307990677e-148,23.0,5.219747753809025e-101,95.0,6.199810208268682e-109,91.0,7.783921647102441e-153,15.0,7.556080138355625e-138,9.0,7.252571679831987e-186,45.0,1.881940439985175e-33,20.0,4.27780218581682e-93,16.0,4.975490324011086e-100
413,23.0,8.376174713515964e-149,23.0,5.2813494524919087e-101,96.0,3.271040521923488e-109,93.0,2.9254726270804023e-153,15.0,8.005777013843462e-139,9.0,1.0391631304264739e-185,47.0,5.868332354554882e-34,21.0,6.51341318898407e-94,18.0,8.406866877827613e-101
414,24.0,6.289417795335556e-149,24.0,6.050503163642912e-101,97.0,1.9063650692367242e-109,95.0,1.4069828338650476e-153,16.0,8.59296518501026e-140,8.0,7.405557203612254e-186,49.0,1.843880567504185e-34,25.0,5.2109623422168025e-95,19.0,9.671090055433125e-102
415,25.0,7.275988721772005e-149,24.0,7.922997824273497e-101,96.0,1.5940765597380962e-109,96.0,9.076045117686334e-154,17.0,9.343284972052722e-141,8.0,3.2368477518298852e-186,49.0,5.838248930053755e-35,26.0,4.73572810215245e-96,22.0,1.2125540936493714e-102
416,25.0,2.182046174482321e-148,24.0,1.1380164052053981e-100,94.0,2.0328699187757494e-109,97.0,7.425876704197505e-154,18.0,1.029100417269882e-141,8.0,1.8368912891531053e-186,49.0,1.7277252773608407e-35,31.0,4.5459252817943374e-97,23.0,2.1432010840736853e-103
417,24.0,1.0954898068035891e-147,24.0,1.685509654798695e-100,89.0,4.804515124699476e-109,96.0,5.031047091917181e-153,18.0,1.1481310053218672e-142,8.0,8.904894885239928e-187,49.0,4.8961149333459735e-36,33.0,4.9271648064209244e-98,24.0,4.294500161474901e-104
418,23.0,6.282689199796028e-147,23.0,2.591798548572123e-100,87.0,3.7522859116255604e-108,96.0,2.758084920102832e-151,19.0,1.1773761752763416e-143,9.0,4.980529200853912e-187,49.0,1.4002572346571553e-36,35.0,6.003885963048538e-99,24.0,1.01665093988934e-104
419,22.0,4.89294171470766e-146,23.0,6.311718864826378e-100,86.0,1.6669813101300503e-106,96.0,4.3494285693175605e-150,19.0,1.21859368023852e-144,9.0,2.7326206233296053e-187,49.0,4.0418820205248275e-37,37.0,8.189333789337204e-100,23.0,8.749674179308381e-105
420,24.0,1.4726821646302397e-145,23.0,1.9656167603594084e-98,88.0,3.4583106436616825e-105,98.0,1.6562550557271649e-149,19.0,2.9563376609187924e-145,8.0,3.0464243283398806e-187,50.0,1.1391688456041978e-37,37.0,1.415459713477082e-100,22.0,5.263666852188666e-104
421,25.0,1.782811428801552e-145,25.0,3.494888990568759e-97,90.0,6.7936942524663895e-105,99.0,1.819683602542973e-149,19.0,1.8807046010869288e-145,7.0,1.9701039746250757e-186,52.0,3.4422139730843117e-38,39.0,3.2835327857436234e-101,21.0,2.235674991096718e-103
422,26.0,1.1731976240381309e-145,26.0,2.611902568847686e-96,90.0,2.6512719536108897e-105,100.0,1.1525067269172068e-149,20.0,1.2418553086253978e-145,5.0,5.7803206240892515e-186,53.0,1.233433589115373e-38,41.0,8.906855015655108e-102,19.0,5.868328332920083e-103
423,25.0,4.02317105134584e-146,27.0,7.064872558049628e-96,91.0,1.0626594968094287e-105,101.0,4.3320549380690166e-150,20.0,8.53125981811789e-146,5.0,4.258756995792196e-186,53.0,5.89910846441983e-39,42.0,1.4915524830390706e-102,17.0,5.368891003799546e-103
424,25.0,1.0743346200184078e-146,25.0,3.566731369263984e-96,94.0,5.006505497475255e-106,103.0,1.2687945585347206e-150,20.0,2.2089011689158374e-146,6.0,2.279441986624596e-186,52.0,2.5858887475131378e-39,41.0,1.8298922780764714e-103,16.0,2.6477858400917443e-103
425,30.0,2.848382741564665e-147,24.0,1.421287317992127e-96,93.0,2.8106545036361146e-106,104.0,3.555083578734656e-151,21.0,5.796439585263258e-147,10.0,1.2555689735495986e-186,52.0,1.0412752100470333e-39,44.0,2.3833615189491572e-104,14.0,1.2110642215039098e-103
426,32.0,7.578584849377162e-148,24.0,3.0235932667261346e-97,94.0,2.1949407941845174e-106,105.0,9.18169959087996e-152,21.0,1.5449577439399397e-147,13.0,7.130923335139841e-187,52.0,3.878778735117321e-40,49.0,3.289946082349857e-105,14.0,5.385505133095088e-104
427,31.0,2.046924637019286e-148,25.0,4.970115090449057e-98,93.0,1.4150760331977467e-106,107.0,2.2292037536149678e-152,22.0,1.590570589591578e-148,12.0,2.482315185459737e-187,52.0,1.2043150642274968e-40,54.0,4.8047742153512e-106,14.0,2.447047893099789e-104
428,30.0,5.6778221815742135e-149,26.0,8.284819437451868e-99,93.0,7.69271265414969e-107,108.0,5.309081935842699e-153,22.0,1.657286101760219e-149,11.0,7.726724128971946e-188,51.0,3.791995950002026e-41,57.0,7.412197175453541e-107,14.0,1.1680322769021468e-104
429,29.0,1.6394858567035593e-149,26.0,1.2827322283167487e-99,92.0,3.6435456114731417e-107,108.0,1.2465369787216393e-153,22.0,1.8510290609073556e-150,10.0,2.4345986423735076e-188,50.0,1.3526515379989737e-41,59.0,1.2061905987060305e-107,15.0,5.769574902511368e-105
430,26.0,4.853204515672918e-150,28.0,1.9027848613851642e-100,91.0,1.6172165879892894e-107,107.0,2.9533572161373946e-154,22.0,3.191513031818633e-151,9.0,7.4740392483348e-189,49.0,5.332244310239174e-42,59.0,2.068325580420735e-108,14.0,2.862709163177055e-105
431,22.0,1.533651646763394e-150,30.0,2.864013812890397e-101,93.0,6.713758841590783e-108,106.0,7.0611443494890214e-155,21.0,1.2826197475906308e-151,7.0,2.3242034470747383e-189,48.0,2.119587244359103e-42,59.0,3.734643553090808e-109,13.0,1.4724613399872841e-105
432,20.0,5.074732718440552e-151,31.0,4.256044728709043e-102,95.0,2.819843180614444e-108,106.0,1.7037531579123665e-155,21.0,5.694886825886773e-152,6.0,7.323622201507611e-190,47.0,9.517853817109225e-43,60.0,7.098491235034858e-110,13.0,7.646859749980361e-106
433,19.0,1.7057812349442375e-151,30.0,6.429855359396654e-103,96.0,1.1984971089151124e-108,106.0,4.2431783229039667e-156,20.0,6.752164238731348e-153,6.0,2.4221729259114906e-190,46.0,4.311183000590012e-43,60.0,1.42037135389499e-110,13.0,3.9791087056274497e-106
434,17.0,6.0854101249431314e-152,35.0,1.0177425069967068e-103,94.0,5.155801382637691e-109,104.0,1.0663821905371656e-156,20.0,8.10885270642e-154,4.0,9.087749495313068e-191,44.0,1.7574776026730224e-43,57.0,2.9934174051315603e-111,12.0,2.1585526408219052e-106
435,14.0,2.317274568711518e-152,37.0,1.7431747315270473e-104,89.0,2.2095086857809473e-109,101.0,2.7774150139995035e-157,20.0,9.864095946964818e-155,4.0,3.4610786365708764e-191,42.0,6.586076152163481e-44,50.0,6.870422295115971e-112,15.0,1.3066364765012202e-106
436,13.0,9.421923749996212e-153,40.0,3.051810735193066e-105,85.0,9.587128219979764e-110,101.0,7.299336418033893e-158,19.0,1.2155236537465643e-155,4.0,1.3386264673610983e-191,41.0,2.4914956863202985e-44,45.0,1.6563603615859394e-112,15.0,8.575863195453224e-107
437,14.0,4.0694102779413506e-153,40.0,5.465479699688063e-106,83.0,4.212860191917323e-110,103.0,1.9358487279675024e-158,19.0,1.5174289281846745e-156,3.0,5.260245408150525e-192,39.0,8.854985795271428e-45,41.0,4.3213543354080976e-113,18.0,6.141986358675039e-107
438,18.0,1.8505792103895849e-153,40.0,1.0021615742351563e-106,81.0,1.8752898515256733e-110,102.0,5.181275610601731e-159,19.0,1.91922767865833e-157,3.0,2.1012439836630633e-192,39.0,3.1809339441014884e-45,39.0,1.1823377215006826e-113,22.0,4.836039994165623e-107
439,18.0,8.187569535102766e-154,41.0,1.883320430217707e-107,79.0,8.458140121219628e-111,99.0,1.3996262082574758e-159,20.0,2.459552496079576e-158,4.0,8.537295644233982e-193,40.0,1.0970771126428596e-45,35.0,3.570165314195133e-114,26.0,4.80256571108751e-107
440,17.0,3.724387845060668e-154,41.0,3.6315387295271406e-108,78.0,3.8664662827112825e-111,97.0,3.7171269686955124e-160,19.0,3.1940329785523076e-159,4.0,3.5304369027951702e-193,40.0,3.831253859686419e-46,35.0,1.1797834804310223e-114,29.0,5.660263791757413e-107
441,17.0,1.7329493544268544e-154,42.0,7.194805059304507e-109,81.0,1.791884699480422e-111,94.0,9.966882612334342e-161,19.0,4.203612144034414e-160,3.0,1.8131353323172744e-193,41.0,1.3125658973430878e-46,31.0,4.344384375571709e-115,29.0,1.0148556763121526e-106
442,15.0,7.655020232271084e-155,43.0,1.466858332920559e-109,83.0,8.421540308939032e-112,92.0,2.6983844227745e-161,19.0,5.607325441959232e-161,4.0,9.575888849632326e-194,42.0,4.501392601139472e-47,31.0,1.820913476236899e-115,29.0,2.5953251549557204e-106
443,14.0,3.203762903632518e-155,44.0,3.0831694922887653e-110,85.0,3.967801235240249e-112,91.0,7.214832664223131e-162,19.0,7.582118894070504e-162,4.0,5.213849180697944e-194,42.0,1.576717019651971e-47,33.0,9.494341528244136e-116,29.0,5.657268312324398e-106
444,14.0,1.3567946749808843e-155,48.0,6.695712418924847e-111,85.0,1.8969294460133794e-112,89.0,1.9484958483695406e-162,20.0,1.0393650847972349e-162,5.0,3.950626951615186e-194,43.0,5.62942973270468e-48,37.0,7.43927512715062e-116,32.0,1.843600348463876e-105
445,16.0,5.81153659617406e-156,50.0,1.5063439211945506e-111,83.0,9.313916375495852e-113,87.0,5.218931892694545e-163,20.0,1.2001504384584923e-163,6.0,2.3351268611409583e-194,45.0,2.0502652241575837e-48,36.0,1.0908126213380037e-115,37.0,7.17300606703025e-105
446,17.0,2.5167358242715273e-156,52.0,3.168054529094896e-112,80.0,4.5891771802397713e-113,84.0,1.4124937633728282e-163,20.0,1.39841124056539e-164,6.0,1.4425457997541915e-194,46.0,7.62234996981693e-49,36.0,1.9706292779732373e-115,43.0,2.1868302816112243e-104
447,19.0,1.030863034032866e-156,54.0,5.993543946560329e-113,77.0,2.2682319675926e-113,82.0,3.8071908178268614e-164,20.0,1.644304674451123e-165,6.0,9.37911488509416e-195,47.0,2.8942847296867108e-49,37.0,4.119103680429844e-115,47.0,1.281241073640441e-104
448,22.0,4.2666255660925647e-157,55.0,1.1259507600055606e-113,74.0,1.1385255902431977e-113,80.0,1.0373800110051394e-164,20.0,1.951302337023027e-166,6.0,4.8412005881866066e-195,47.0,1.112944620025925e-49,37.0,6.762915420225592e-115,51.0,8.071125549202174e-105
449,22.0,1.9069250767843414e-157,56.0,2.1919630343848827e-114,72.0,5.919016193481538e-114,77.0,2.8266921167687076e-165,20.0,2.80047582027534e-167,6.0,2.076441498055848e-195,48.0,4.393197249240229e-50,38.0,1.3038427376166686e-114,55.0,3.633723835171746e-105
450,23.0,9.230870640021247e-158,56.0,4.552667665847212e-115,71.0,3.102271604240743e-114,76.0,7.790344548653711e-166,20.0,4.076601614330091e-168,6.0,7.241983731807266e-196,48.0,1.8631052123509671e-50,38.0,1.8814967633235098e-114,57.0,1.7394067564518212e-105
451,25.0,4.854773313213755e-158,56.0,1.0331826828925308e-115,70.0,1.6555140219972835e-114,75.0,2.1718160861131086e-166,20.0,6.020155959548673e-169,6.0,2.5526424882591115e-196,48.0,8.918485241090161e-51,38.0,1.4664908068267818e-114,59.0,6.653414650643427e-106
452,24.0,2.783074252009754e-158,56.0,2.6244313919602894e-116,69.0,8.939168635849363e-115,73.0,6.1253491948092734e-167,21.0,9.020591875687527e-170,6.0,9.228526179930877e-197,48.0,4.6420013502567866e-51,39.0,5.932563969181863e-115,61.0,2.278078265830559e-106
453,24.0,1.891088434984573e-158,55.0,6.268403487993503e-117,71.0,5.061112685291872e-115,74.0,1.7357383757154838e-167,20.0,1.1157622033981482e-170,6.0,3.425274844769892e-197,48.0,2.919277108568908e-51,35.0,1.6540307836975231e-115,39.0,8.70623197203766e-107
454,24.0,1.4158063461818396e-158,55.0,1.541267430744697e-117,72.0,3.082977571856609e-115,68.0,4.979194602027235e-168,21.0,1.6090374914326386e-171,6.0,1.3065614831142567e-197,48.0,2.066862361687837e-51,32.0,4.9072071445523885e-116,36.0,3.984427340930388e-107
455,24.0,9.886694839508667e-159,54.0,3.9141259166061656e-118,72.0,1.962380936488534e-115,65.0,1.4461700555960988e-168,20.0,3.8241880580022705e-172,5.0,5.127809704202452e-198,48.0,1.4805228447487954e-51,32.0,1.588735123926836e-116,34.0,2.0065718442157427e-107
456,22.0,6.997674693816696e-159,53.0,1.0313364371320378e-118,74.0,1.2763974584593731e-115,70.0,4.253359095229074e-169,20.0,9.193507767714271e-173,4.0,2.0732443702452455e-198,48.0,9.59195410260812e-52,32.0,5.427750681749266e-117,23.0,1.1178401213472753e-107
457,20.0,5.021369870861821e-159,51.0,2.8370328745440364e-119,77.0,8.711652362466204e-116,75.0,1.2746492388531315e-169,20.0,2.2361809323322946e-173,5.0,8.647603001699339e-199,49.0,6.2796099720616425e-52,34.0,1.9593053052836876e-117,14.0,6.864852368180025e-108
458,20.0,3.6543197944918783e-159,51.0,8.214527891450792e-120,79.0,6.261438926081374e-116,79.0,3.867835029367536e-170,18.0,3.314649358452869e-174,4.0,3.72691499882171e-199,49.0,3.753200624777127e-52,37.0,7.211118614649129e-118,10.0,5.853762824408337e-108
459,20.0,2.942686967638624e-159,50.0,2.5291709547815416e-120,80.0,4.9174374192641583e-116,82.0,1.1886033315287187e-170,18.0,4.9904261887914313e-175,4.0,1.7412440684884845e-199,50.0,2.265730267432687e-52,39.0,2.794093383311936e-118,7.0,7.589548687232644e-108
460,23.0,2.40920591867389e-159,52.0,8.375748389466968e-121,79.0,3.969940059895143e-116,82.0,3.6997672079198426e-171,19.0,7.62480241900711e-176,5.0,8.455013926448895e-200,50.0,1.3817725202225575e-52,37.0,1.2183254878072334e-118,13.0,1.1452866723254303e-107
461,30.0,2.006791676364202e-159,60.0,3.0164404409281816e-121,76.0,3.299487160160363e-116,76.0,1.1667049122733415e-171,22.0,1.1825261771304972e-176,4.0,4.277677922157794e-200,50.0,9.439706244580211e-53,42.0,5.993087459631297e-119,9.0,1.395334861221056e-107
462,33.0,1.7020704615054189e-159,66.0,1.1911478882310078e-121,73.0,2.827876715221689e-116,80.0,3.708604309560498e-172,21.0,1.5358447796007829e-177,4.0,2.261653122752331e-200,49.0,6.538243516423431e-53,46.0,3.3434362535923554e-119,20.0,1.8829583866005705e-107
463,33.0,1.4712779548419883e-159,74.0,5.176973404291817e-122,72.0,2.5042724221107357e-116,82.0,1.1953044069582667e-172,20.0,2.0146158693459225e-178,3.0,1.2540041012106606e-200,48.0,4.598577329399062e-53,49.0,2.1094446440218293e-119,28.0,1.9817940771063796e-107
464,33.0,1.2974907200076152e-159,80.0,2.4752197106237894e-122,72.0,2.2967809297746916e-116,84.0,3.9072048076822646e-173,20.0,3.0653954078401585e-179,2.0,7.32291555087869e-201,47.0,3.291052093552247e-53,49.0,1.4675327016246353e-119,33.0,1.6222484023449356e-107
465,43.0,1.2862687963260083e-159,76.0,1.6344157373950638e-122,80.0,2.1876837809829794e-116,86.0,1.2932364333522058e-173,18.0,4.0917050026330925e-180,5.0,4.5277903404372994e-201,50.0,2.7311257017657807e-53,40.0,1.079930311614752e-119,37.0,1.4085853632166997e-107
466,63.0,1.3084721806461388e-159,82.0,1.2383549560347422e-122,91.0,2.1714645504342755e-116,91.0,4.3505228379468945e-174,20.0,9.995768812801968e-181,6.0,2.984376366553217e-201,54.0,2.731430631701767e-53,33.0,8.452846724128264e-120,35.0,9.527222198231787e-108
467,63.0,1.3686653696446015e-159,86.0,1.0770063013513438e-122,95.0,2.2556119299280164e-116,95.0,1.4876550886921305e-174,22.0,2.471531251613066e-181,8.0,2.1159673437863598e-201,56.0,2.4900583942355518e-53,32.0,7.133468320200157e-120,36.0,6.74955768321716e-108
468,59.0,1.4756485074490605e-159,87.0,1.0875517102374997e-122,97.0,2.465322596141897e-116,97.0,5.172806778477268e-175,21.0,6.187148332201529e-182,10.0,1.8413537486663882e-201,56.0,2.058963472812802e-53,39.0,6.527975222239039e-120,36.0,5.0331527707932864e-108
469,57.0,1.644639878940767e-159,85.0,1.3095496580146674e-122,98.0,2.7260642613765897e-116,102.0,1.8297532910335468e-175,21.0,1.5686980076839734e-182,13.0,1.6017052969175284e-201,57.0,1.5381449383180838e-53,48.0,6.1211569091477394e-120,36.0,3.974564040157093e-108
470,64.0,1.7081441595531707e-159,83.0,1.9728695835136013e-122,101.0,2.921311882299302e-116,107.0,6.587109149184138e-176,20.0,4.029822427749008e-183,16.0,1.615577449624289e-201,58.0,9.02896973346902e-54,51.0,5.965001009694605e-120,26.0,4.8654536208596215e-108
471,62.0,1.6505539178065195e-159,83.0,4.0402847470106756e-122,102.0,3.037090576228171e-116,108.0,2.4145905220999193e-176,18.0,1.0494871907619469e-183,17.0,2.0625135933911162e-201,59.0,5.442986317097995e-54,59.0,5.621362520451509e-120,25.0,4.509071623146964e-108
472,63.0,1.33543078343998e-159,73.0,7.725522089578271e-122,99.0,2.7168608691031207e-116,107.0,9.017108717716981e-177,17.0,6.273069771205346e-184,19.0,6.307621097422925e-201,60.0,2.966220013578265e-54,65.0,4.6691151853528505e-120,28.0,3.165093055881726e-108
473,71.0,7.474641508197248e-160,75.0,8.306980313661816e-122,100.0,2.2127734711697502e-116,109.0,3.432544605907834e-177,18.0,1.3069810738378312e-183,23.0,4.98479206168093e-199,60.0,1.3231596443552134e-54,62.0,3.764359755792176e-120,24.0,1.305703321402233e-108
474,72.0,3.250362450474155e-160,78.0,3.1488245071943833e-122,101.0,1.723063654562867e-116,112.0,1.3327945174043283e-177,17.0,9.002815373988322e-184,24.0,9.821723917105674e-199,60.0,6.038043005865215e-55,61.0,3.152040239406097e-120,23.0,5.542749026329122e-109
475,81.0,1.3192858907551437e-160,81.0,1.3408132442787182e-122,105.0,1.3802811776217e-116,114.0,5.228252702131377e-178,17.0,1.1471836552027645e-184,24.0,2.2589003142992966e-198,61.0,2.5798811333421807e-55,55.0,2.737959132043113e-120,24.0,1.6346521962331592e-109
476,79.0,5.010658541669216e-161,82.0,4.3796799949577144e-123,106.0,1.182211656908095e-116,116.0,2.084938697859992e-178,18.0,1.4779011044661264e-185,24.0,2.357483870252303e-198,62.0,1.0537951121904148e-55,57.0,2.5125833224674265e-120,23.0,4.3622999091160157e-110
477,86.0,1.6508150338413077e-161,84.0,7.831076180684895e-124,109.0,1.1274958756909021e-116,116.0,8.4753270784214e-179,19.0,2.156873568136664e-186,24.0,6.861605746338859e-199,63.0,4.0220714217993855e-56,50.0,2.5225988033094067e-120,22.0,1.58945019566146e-110
478,91.0,5.131087666718959e-162,86.0,1.1048295056149928e-124,111.0,1.2521528714906149e-116,116.0,3.517499281372065e-179,20.0,2.8350340512764014e-187,24.0,1.3983863115737228e-199,65.0,1.636156224922382e-56,45.0,2.904067162445949e-120,23.0,9.694580713420709e-111
479,94.0,1.6248066941344827e-162,87.0,1.277817604878413e-125,112.0,1.8867316239150946e-116,117.0,1.5031248526493598e-179,17.0,4.2401146706873915e-188,24.0,3.276092542278737e-200,66.0,7.113851708781394e-57,42.0,3.506536491220049e-120,28.0,8.737297347972896e-111
480,92.0,4.871948038353785e-163,88.0,1.2722806057058672e-126,112.0,3.9932179344427616e-116,118.0,6.5357873769176495e-180,17.0,5.690332403690679e-189,24.0,5.6610369411595704e-201,67.0,3.235241141210586e-57,40.0,4.0674135904148e-120,33.0,4.478006513352552e-111
481,92.0,1.3875823206810305e-163,89.0,1.151734794010547e-127,113.0,1.1717922670179626e-115,118.0,2.917056475324597e-180,17.0,7.728006942727384e-190,24.0,8.051320574465254e-202,68.0,1.668802654346055e-57,40.0,4.547645711183997e-120,35.0,1.501586063352185e-111
482,89.0,3.2956109363827047e-164,89.0,1.2051898961336082e-128,111.0,3.3030241918609304e-115,111.0,1.3388419510112034e-180,18.0,1.0624815700195336e-190,22.0,3.513467153564018e-202,68.0,9.236174448332144e-58,45.0,5.3477377053416686e-120,23.0,3.930383384185835e-112
483,89.0,7.066094427970531e-165,88.0,1.5230298962606576e-129,110.0,9.301162304130422e-113,108.0,6.330675350406127e-181,18.0,1.4794317222221892e-191,22.0,1.14810318205139e-202,69.0,5.509083561903206e-58,49.0,2.993942808503277e-119,22.0,9.83965630982862e-113
484,86.0,1.3037786979935992e-165,88.0,1.976155656651811e-130,110.0,4.37699129493795e-112,110.0,3.134512047828847e-181,18.0,2.517824724260439e-192,21.0,1.696874535737661e-203,69.0,3.545198042839526e-58,56.0,9.102229567270516e-117,16.0,2.459476371224933e-113
485,83.0,2.476658854843462e-166,87.0,2.2300348288467106e-131,110.0,3.015170664615232e-113,111.0,1.5817826998811858e-181,18.0,7.074812646835825e-193,21.0,3.036224601616301e-204,69.0,2.4537485565845574e-58,62.0,3.8404701695854267e-116,14.0,6.289863788147238e-114
486,85.0,4.588286725973089e-167,85.0,2.2939832626186313e-132,111.0,8.187170487190738e-115,114.0,8.024081205429957e-182,18.0,4.561161105744696e-193,21.0,3.1249335107122817e-205,69.0,1.772316544332176e-58,62.0,5.684157848519233e-116,10.0,1.6758657672274343e-114
487,85.0,7.903511983760596e-168,83.0,2.2593595917789844e-133,111.0,1.4495906566038693e-116,115.0,4.154290904617149e-182,18.0,1.341858419092336e-193,22.0,4.5016408917741677e-206,69.0,1.3589578738162596e-58,63.0,2.829281678691022e-116,10.0,4.589502819586172e-115
488,83.0,1.4091647716566606e-168,81.0,2.232456658940904e-134,110.0,2.708826740699652e-118,113.0,2.196604629847662e-182,18.0,2.3564222809462356e-194,21.0,9.934603952492283e-207,69.0,1.0985782596308981e-58,65.0,1.2966928953121364e-116,10.0,1.29843955994405e-115
489,82.0,2.364708266277836e-169,80.0,2.3115640501399583e-135,109.0,5.34709218253669e-120,112.0,1.171856743447735e-182,18.0,4.190086177385884e-195,21.0,2.759129387504423e-207,69.0,9.314064193459929e-59,67.0,4.152027027802981e-117,10.0,3.806359599143166e-116
490,84.0,3.9476296368616796e-170,79.0,2.508488509475672e-136,110.0,1.3006603346685478e-121,112.0,6.39577349104587e-183,19.0,7.546292850615358e-196,21.0,8.512600765397715e-208,69.0,8.397923914104317e-59,66.0,9.50996328933625e-118,9.0,1.4781560721027185e-116
491,81.0,6.330415113454531e-171,78.0,2.868118557535348e-137,109.0,4.312502209410725e-123,112.0,3.574265936117286e-183,18.0,1.3769245930955703e-196,21.0,1.8328171643288143e-208,68.0,7.990616160793692e-59,71.0,2.2921700135498417e-118,10.0,4.686511640341665e-117
492,81.0,1.0691211811766388e-171,77.0,3.4500606093657587e-138,108.0,1.7786111323768998e-124,111.0,2.0236350091389005e-183,18.0,2.5461570793831372e-197,21.0,4.037334766711173e-209,68.0,7.76153298674925e-59,74.0,5.061178866038895e-119,11.0,1.621604802779763e-117
493,81.0,1.906630569294507e-172,76.0,4.375431997609622e-139,107.0,1.193085819637268e-125,110.0,1.1757409529742395e-183,17.0,4.773095518196876e-198,21.0,9.081601266509275e-210,68.0,7.749337752300507e-59,76.0,1.5887689630551406e-119,12.0,6.2624485221868914e-118
