row,upper_arm_left,upper_arm_left_cp,upper_arm_right,upper_arm_right_cp,lower_arm_left,lower_arm_left_cp,lower_arm_right,lower_arm_right_cp,neck,neck_cp,trunk,trunk_cp,legs,legs_cp,wrist_left,wrist_left_cp,wrist_right,wrist_right_cp
99,24.0,4.181877440454237e-25,50.0,3.186806257235489e-20,103.0,5.697039148707928e-17,113.0,8.147309756786593e-17,25.0,2.404802948021205e-05,9.0,4.150058666548055e-42,59.0,1.9459605881205678e-05,11.0,3.7572649239987724e-22,28.0,2.248756640888881e-39
100,27.0,4.6120377090711024e-26,45.0,2.712524348064414e-20,103.0,1.0932825891662663e-16,113.0,3.02096747269051e-17,26.0,2.7847225427122193e-05,9.0,1.3027811302027643e-42,57.0,2.5850452709862942e-05,17.0,1.5124760053119958e-22,23.0,3.702045982069056e-40
101,30.0,6.487531680879342e-27,40.0,2.4191315221298568e-20,101.0,2.464891028950692e-16,114.0,1.2723683371328829e-17,26.0,3.3156545633924726e-05,8.0,4.5218683343518114e-43,54.0,3.329736868699963e-05,24.0,6.382304333822508e-23,19.0,1.6481921731817208e-40
102,30.0,1.1252702251960987e-27,37.0,2.2688282469239495e-20,100.0,5.449537878056274e-16,113.0,6.1210574721795364e-18,26.0,4.0631255288707936e-05,9.0,1.4064201648008108e-43,52.0,4.113293180214738e-05,29.0,2.815449017200882e-23,14.0,1.1557855433011978e-40
103,30.0,2.563601279395907e-28,36.0,2.24763508875861e-20,99.0,1.1427945657254268e-15,112.0,3.4398624044242138e-18,25.0,3.518176118712302e-05,9.0,4.623809326472768e-44,50.0,4.2108526650942234e-05,33.0,1.2857170607102313e-23,10.0,9.922223828778819e-41
104,31.0,4.131949411298101e-29,35.0,2.4381902495050768e-20,99.0,2.2270225627075935e-15,112.0,2.3029098820159712e-18,25.0,3.142350397965657e-05,10.0,1.5845383805995547e-44,50.0,4.4588362098366605e-05,35.0,6.059384347118448e-24,6.0,9.515423522430896e-41
105,34.0,5.2817204357367686e-30,34.0,2.834246380649949e-20,99.0,3.1347366889017395e-15,111.0,1.851067144503096e-18,24.0,2.898092563494014e-05,10.0,6.890873839886676e-45,50.0,4.917244388578355e-05,36.0,2.9877195208346057e-24,4.0,9.67242962186493e-41
106,38.0,6.140289919384554e-31,34.0,3.6907489461855397e-20,99.0,3.522913580019212e-15,110.0,1.815831857519978e-18,23.0,2.7630038027921854e-05,11.0,2.493398580296094e-45,51.0,4.8997398698951775e-05,37.0,1.6080918191459046e-24,3.0,1.0084182192717179e-40
107,35.0,8.917601728434755e-32,33.0,5.303017357012255e-20,100.0,2.896092793121845e-15,110.0,2.2095863202526673e-18,23.0,2.726532054158738e-05,11.0,8.08647910859519e-46,50.0,4.3564113730635354e-05,39.0,1.0159403329890632e-24,3.0,1.2085839662045538e-40
108,32.0,1.5239481536833713e-32,32.0,8.294594688399408e-20,101.0,1.9501267259072975e-15,109.0,6.430471310498356e-17,21.0,2.78877938311897e-05,11.0,2.6637282904391472e-46,48.0,3.447022671252788e-05,40.0,6.2721469896545725e-25,3.0,3.9579255584991565e-40
109,27.0,3.1883707364340453e-33,31.0,1.5286541507452427e-19,99.0,8.742631792025164e-16,110.0,6.256195942057815e-15,18.0,2.9613105585160643e-05,11.0,1.0180334578216202e-46,46.0,2.4440953774390284e-05,43.0,4.927134322516215e-25,1.0,8.346165628024958e-38
110,22.0,4.921644998600598e-34,32.0,9.394126704113078e-19,97.0,3.5673057133180327e-16,108.0,1.5310838544262998e-14,19.0,3.2704169482722504e-05,11.0,3.44121960146815e-47,44.0,1.791564106042128e-05,45.0,5.95146326375573e-25,11.0,7.902176569480713e-37
111,20.0,1.345113141065451e-34,31.0,3.936487825767994e-17,96.0,1.517156292157286e-16,107.0,2.198058099166848e-14,18.0,3.764130754818813e-05,10.0,1.1364513331598397e-47,43.0,1.544104719323775e-05,42.0,1.1194304262009836e-24,21.0,8.516013388550318e-37
112,19.0,3.821257673340444e-35,30.0,6.060090910405342e-16,96.0,6.468759673524037e-17,106.0,1.917740218601307e-14,17.0,4.525869406888506e-05,10.0,3.8065957604881713e-48,41.0,1.3727544698856236e-05,38.0,1.6352356746236106e-24,29.0,2.651990469515897e-37
113,20.0,8.956418557094635e-36,27.0,2.666327221736307e-15,92.0,2.75614387622783e-17,104.0,1.4529670551995518e-14,16.0,7.914731730188914e-05,9.0,1.2612372703740273e-48,40.0,1.2652918153361832e-05,38.0,1.1587330821570383e-24,33.0,1.3773340386836405e-37
114,19.0,1.773148692852947e-36,25.0,2.6987848597242288e-15,92.0,1.2053051121920558e-17,103.0,4.7039628805119584e-15,15.0,0.00014564237744813343,9.0,4.9301148157225666e-49,39.0,9.234843448544767e-06,33.0,5.927429549128732e-25,30.0,9.914416878666547e-38
115,21.0,3.6050173403220673e-37,23.0,1.0637552965822586e-15,95.0,5.331652714157842e-18,103.0,1.0895462207075016e-15,14.0,0.0001274423779773129,8.0,4.403655220798723e-49,38.0,4.253448454473607e-06,28.0,2.8054106031019322e-25,22.0,3.83857784847113e-38
116,21.0,6.356714327506075e-38,21.0,1.8110929748868924e-16,97.0,2.4241081355222044e-18,103.0,2.0981413523039986e-16,15.0,6.72820409695976e-05,8.0,6.566092163732522e-49,37.0,1.5422122519942415e-06,30.0,1.4259969601440837e-25,17.0,1.1598999534554445e-38
117,19.0,1.3630905548837428e-38,20.0,2.0229984408617582e-17,99.0,1.1107917440812381e-18,102.0,3.760257183266924e-17,15.0,6.970557246849757e-05,8.0,6.487752737100199e-49,35.0,5.785785806062954e-07,33.0,7.674249522513714e-26,13.0,5.8664845637323495e-39
118,18.0,3.717809825121097e-39,20.0,2.2056489974073324e-18,101.0,5.190930144031922e-19,102.0,6.87863250894148e-18,16.0,8.975192926379145e-05,7.0,3.2672387398050776e-49,34.0,2.2321148269721794e-07,32.0,4.4529105347708826e-26,11.0,6.20590935623424e-39
119,18.0,8.512585594579549e-40,19.0,2.4908017616489476e-19,103.0,2.4837193061036054e-19,103.0,1.5480526787928505e-18,17.0,8.608778625223467e-05,7.0,1.6659932484051342e-49,33.0,8.901506232482474e-08,28.0,2.7544421674123884e-26,8.0,3.2678962667146633e-39
120,18.0,1.438954563982914e-40,19.0,2.917442859659616e-20,105.0,1.221636445721915e-19,103.0,3.543959724522167e-19,17.0,0.00012344720075481384,7.0,5.540204349278181e-50,31.0,3.747851589550757e-08,24.0,1.8094453253848074e-26,7.0,1.2968508834852317e-39
121,21.0,2.2181549546441926e-41,20.0,3.537057999139142e-21,100.0,6.203415878001271e-20,104.0,8.248707545027522e-20,18.0,0.00025290530222777833,7.0,1.8563081466410535e-50,29.0,2.0735425336413386e-08,22.0,1.283135760691426e-26,15.0,5.2053628597842505e-40
122,27.0,3.508634893655012e-42,23.0,4.431117181458455e-22,100.0,3.2264661928145763e-20,106.0,1.7729771424865948e-20,20.0,0.0021988088940763017,10.0,6.392622364425945e-51,30.0,1.4030167507906982e-08,20.0,1.081792706016517e-26,27.0,1.959383632983895e-40
123,31.0,6.406875022950611e-43,27.0,5.741426032377605e-23,99.0,1.6944061607499837e-20,106.0,3.543045485435209e-21,20.0,0.006973968459579077,13.0,2.4559967541898718e-51,31.0,1.0611887764175896e-08,9.0,1.3673087703829712e-26,23.0,8.046978591869345e-41
124,31.0,1.3973141244237476e-43,29.0,7.817791265508405e-24,97.0,9.184388235649776e-21,107.0,6.628124779503047e-22,18.0,0.09176558446445646,14.0,9.520547826292788e-52,32.0,9.10980260625987e-09,15.0,3.9126357275856944e-26,15.0,4.5042002692447196e-41
125,31.0,3.788542067899122e-44,32.0,1.1327162283676079e-24,95.0,5.117257318025227e-21,107.0,1.1688668166961554e-22,19.0,0.3908130307416081,16.0,3.732732556848449e-52,34.0,8.621760164087946e-09,23.0,2.1941742745913387e-25,4.0,4.521395433190924e-41
126,30.0,1.3466958534337403e-44,34.0,1.573466254485793e-25,93.0,2.9642146801915e-21,107.0,1.9567999334154676e-23,18.0,0.46820649108821655,18.0,1.2924396602237576e-52,39.0,8.817862353269713e-09,30.0,1.7442216367857017e-24,5.0,6.843290596884177e-41
127,30.0,6.80338587817532e-45,36.0,2.2418018145116672e-26,92.0,1.7979699382355725e-21,107.0,3.131872983894134e-24,17.0,0.032970771458363246,19.0,4.755263946184816e-53,43.0,9.437183667845097e-09,37.0,1.4603160780710525e-23,9.0,1.1527811936848165e-40
128,29.0,3.966501156399633e-45,36.0,3.2458813918149045e-27,91.0,1.1392883944983371e-21,106.0,6.272329647950075e-25,17.0,0.00014734849086245916,19.0,1.7645940000936003e-53,45.0,1.0351664122995154e-08,43.0,5.828909068823079e-23,14.0,3.549843369145207e-40
129,30.0,2.8186441636879116e-45,34.0,4.866047631213007e-28,91.0,7.456844781042672e-22,106.0,1.819035663069956e-25,18.0,6.432323050032108e-08,18.0,6.602685106894037e-54,47.0,1.143722179182761e-08,38.0,8.803762458649843e-23,15.0,3.963729738972503e-40
130,30.0,7.043708955218843e-46,33.0,7.385359279952247e-29,90.0,5.226324194359712e-22,105.0,7.417749383808117e-26,19.0,1.912544166696807e-11,16.0,3.521056732403657e-54,49.0,1.2760231137850838e-08,38.0,7.510961747812635e-23,20.0,2.6386821169384477e-40
131,28.0,8.968443024002747e-47,30.0,1.1460153293384461e-29,90.0,3.8282405673758225e-22,105.0,4.4917899973294983e-26,19.0,1.7945381376580224e-15,13.0,1.2604671516545767e-54,51.0,1.4451773491371777e-08,36.0,3.3814233620309357e-23,24.0,1.9509712667953063e-40
132,28.0,1.1490902041115918e-47,29.0,1.8434838855579203e-30,90.0,3.092685041431398e-22,104.0,3.178719948981944e-26,20.0,2.8645776094944415e-19,10.0,4.546275346127096e-55,53.0,1.7082770990810753e-08,37.0,1.6299788203899676e-23,28.0,8.044310012381613e-41
133,29.0,1.5364928473754085e-48,29.0,3.1291705249364238e-31,91.0,3.390455718053538e-22,103.0,2.2889231421523194e-26,21.0,3.2347556072396953e-22,8.0,1.6522245950476338e-55,56.0,2.1677204632938066e-08,40.0,1.2994551412078729e-23,32.0,1.9723749198069327e-41
134,29.0,2.1386655039470564e-49,28.0,5.446643987265346e-32,93.0,5.456003210669584e-22,104.0,1.9460163749401316e-26,21.0,1.3986777223852705e-24,5.0,6.16212142155114e-56,57.0,2.9058684894393634e-08,35.0,1.170264361310439e-23,36.0,7.18211843611874e-42
135,32.0,3.37749631612862e-50,29.0,9.716273461313482e-33,96.0,1.2175377086792201e-21,107.0,1.973246812068052e-26,20.0,1.6753614891043e-26,9.0,2.326970691609439e-56,59.0,4.1453176327682104e-08,41.0,1.202274011828889e-23,38.0,3.3042359476463046e-42
136,36.0,5.60975564744412e-51,31.0,1.7143509830710544e-33,100.0,3.510156968933454e-21,109.0,2.0486031441323414e-26,20.0,2.640455637317346e-28,9.0,8.723059572126084e-57,62.0,6.165383551487589e-08,41.0,1.4244318217855975e-23,38.0,1.4077446523514421e-42
137,41.0,9.906675034700208e-52,32.0,3.203122177626834e-34,101.0,1.1104970343520883e-20,111.0,1.8581378209968384e-26,20.0,9.017898336809351e-30,9.0,4.7640791921206217e-57,65.0,8.721765371047916e-08,36.0,1.7285253668434935e-23,38.0,5.921332086011821e-43
138,45.0,1.908633717760748e-52,33.0,5.899716760477464e-35,101.0,3.336585666155898e-20,113.0,1.4758852718621053e-26,19.0,3.5680397713482935e-31,13.0,3.4986386266171725e-57,67.0,9.718424752355346e-08,30.0,1.3501883755806223e-23,33.0,1.3092576575228459e-43
139,48.0,4.25716085171305e-53,34.0,1.0828288197015368e-35,100.0,8.35891854292787e-20,116.0,1.0295403143127531e-26,19.0,2.7608325428694463e-32,13.0,2.631063320436132e-57,70.0,8.143587698112275e-08,27.0,5.7440021064334216e-24,31.0,2.7941504184766455e-44
140,48.0,1.2299215333813869e-53,35.0,2.0242165795534547e-36,99.0,1.9505564685674032e-19,117.0,9.934558770259978e-27,20.0,1.3771944265601398e-33,15.0,2.0216805769980718e-57,72.0,5.5405034191300555e-08,24.0,2.1703324096936507e-24,28.0,7.396463635350887e-45
141,48.0,5.156117734722921e-54,37.0,3.853152468566958e-37,97.0,4.756139553289603e-19,119.0,1.1568505087836181e-26,21.0,4.934306322753079e-35,15.0,1.1796614666216808e-57,74.0,3.590219266363849e-08,21.0,8.02691453203682e-25,24.0,2.6783702510413483e-45
142,46.0,2.899842910896438e-54,38.0,7.37795509803721e-38,96.0,8.541931172780769e-19,120.0,1.3844830347572945e-26,21.0,2.052225895089738e-36,14.0,4.812496120450572e-58,74.0,2.6680752346741013e-08,19.0,2.833513500509836e-25,21.0,1.1861311486044866e-45
143,46.0,1.9647312784671514e-54,38.0,1.4360811886839695e-38,94.0,1.4169494809799275e-18,120.0,1.2238173054307671e-26,19.0,7.005079412174378e-38,13.0,1.8384875629886995e-58,74.0,2.854081162311226e-08,25.0,1.011702190643201e-25,20.0,3.4371364246766637e-46
144,44.0,1.346995182893365e-54,40.0,2.8782609909028984e-39,93.0,1.9461734567596987e-18,120.0,8.128539498692851e-27,19.0,2.8533071543914282e-39,12.0,8.814518130482505e-59,74.0,4.0885766107378695e-08,28.0,3.6489107403968634e-26,19.0,7.693171444253634e-47
145,44.0,1.1164291048508944e-54,41.0,6.0339866310368215e-40,95.0,2.463906618884697e-18,120.0,4.1382145053497626e-27,20.0,1.3641112894620926e-40,12.0,4.264691373660174e-59,73.0,6.557707915883862e-08,35.0,1.3941209554382888e-26,19.0,2.60773656645088e-47
146,44.0,1.1630198354416641e-54,43.0,1.2894823325043113e-40,104.0,3.1907590427829348e-18,120.0,2.136170571963921e-27,19.0,6.312320574460126e-42,12.0,2.0824586051141826e-59,73.0,9.767934027761099e-08,37.0,7.38306640112092e-27,17.0,1.0139983961729722e-47
147,45.0,1.376051756983914e-54,44.0,2.80932255026864e-41,112.0,3.4352547528794963e-18,119.0,9.791377775370747e-28,19.0,3.5560382529238704e-43,12.0,1.0264698739339943e-59,73.0,1.2307669027480703e-07,31.0,6.558224247393403e-27,17.0,3.3556372118385346e-48
148,45.0,1.372076265933028e-54,45.0,6.525075683239839e-42,118.0,2.578604086141973e-18,118.0,4.005333215891386e-28,19.0,2.4031959143886454e-44,13.0,6.396436936360975e-60,73.0,1.95921132651298e-07,27.0,9.447001149488215e-27,17.0,1.2407741744332462e-48
149,44.0,1.1384093239051312e-54,44.0,1.5511630330728274e-42,122.0,1.95990793012347e-18,118.0,1.4702640891287932e-28,20.0,1.9253141398011325e-45,12.0,3.217469842442752e-60,73.0,4.3213958228890475e-07,30.0,1.404125530019844e-26,13.0,4.2923143918176036e-49
150,43.0,6.288635262660084e-55,44.0,3.480012649274385e-43,125.0,1.1723616293485792e-18,118.0,5.458962073957874e-29,20.0,1.8851856223717583e-46,12.0,1.283284111729291e-60,73.0,1.550930238785486e-06,32.0,8.982432324268924e-27,11.0,1.5587870585821922e-49
151,42.0,2.280255301813661e-55,44.0,7.71581921663205e-44,127.0,5.670960771623711e-19,117.0,1.8288743630555816e-29,21.0,2.036778485656406e-47,12.0,7.457074785098039e-61,73.0,7.70054402928031e-06,33.0,3.314735862054188e-27,10.0,5.860982519545522e-50
152,41.0,8.673669124816028e-56,44.0,1.7716420676402456e-44,128.0,3.752379819965669e-19,116.0,5.027788281422214e-30,21.0,2.4164680732751923e-48,13.0,5.7580162933298806e-61,73.0,4.738105416429366e-05,41.0,1.2596555659031407e-27,13.0,2.5715652338120964e-50
153,41.0,4.3990502695731615e-56,44.0,4.650840615185424e-45,128.0,3.9636660501205523e-19,115.0,1.0735506878857792e-30,21.0,3.3343715267382565e-49,13.0,9.860304538066262e-61,73.0,0.00037570185831323243,45.0,5.124162491730978e-28,16.0,1.215825514142831e-50
154,40.0,2.4930748984082774e-56,44.0,1.1736793969550709e-45,129.0,4.727541271595745e-19,115.0,1.6355430011814444e-31,21.0,4.862653217270321e-50,13.0,1.788809793684453e-60,74.0,0.003353461996502014,48.0,1.9885220173960334e-28,17.0,1.0199483909180293e-50
155,39.0,1.1486590250649408e-56,44.0,2.8876932229949106e-46,128.0,3.250040758232967e-19,114.0,2.268421356100404e-32,21.0,8.43992355236934e-51,11.0,2.1804141049397758e-60,73.0,0.02313857085969496,57.0,1.2443481439094904e-28,18.0,6.551280435381664e-51
156,38.0,4.5291624782720016e-57,44.0,7.035278993970087e-47,127.0,1.5352510370887126e-19,115.0,3.2609914450721805e-33,20.0,1.516961828496063e-51,10.0,1.3717224761746225e-60,74.0,0.12024171485734636,57.0,6.251152191856848e-29,18.0,3.0386855320646483e-51
157,39.0,1.8071189516440807e-57,43.0,1.7490696629132728e-47,128.0,6.84524775361541e-20,117.0,4.903261214316399e-34,19.0,2.8206373049781927e-52,12.0,5.9598987136826544e-61,73.0,0.35191200740167206,53.0,2.46817343548479e-29,16.0,1.2128923780460662e-51
158,38.0,9.913275892066576e-58,44.0,4.5470899332954125e-48,129.0,2.4304783408238348e-20,118.0,7.778631414210712e-35,19.0,5.420774833191955e-53,10.0,2.556283028817461e-61,72.0,0.32477970504963494,40.0,3.438640165622162e-29,17.0,4.550469932529484e-52
159,35.0,1.3066243594255926e-57,45.0,1.2463309672851623e-48,129.0,8.287293073747238e-21,118.0,1.2699413420144338e-35,19.0,1.6409508807038166e-53,9.0,2.0746560874564116e-61,71.0,0.07671399832049912,31.0,1.4683612560141305e-28,20.0,1.872511407053777e-52
160,35.0,1.139313743726082e-57,44.0,3.82136076863952e-49,125.0,2.857099036737106e-21,117.0,2.0716531453627108e-36,19.0,5.0600860519128605e-54,9.0,1.1170366868906963e-60,71.0,0.005414507370833295,35.0,1.4226445576885606e-28,24.0,1.0939894305435138e-52
161,31.0,6.812282419521991e-58,43.0,1.6384992259069058e-49,112.0,9.082341926327485e-22,115.0,3.3852851509639988e-37,18.0,1.2432652139415078e-54,8.0,2.4324889632256747e-60,69.0,0.0001507230872296858,42.0,1.4052232840355935e-28,26.0,7.2682234617220605e-53
162,30.0,3.889609258161497e-58,41.0,9.085703470465728e-50,104.0,2.289099350994065e-22,114.0,5.792187488403353e-38,19.0,3.981044246668504e-55,4.0,1.2272122049140063e-60,68.0,3.9554025176360455e-06,45.0,1.0367000722612026e-28,28.0,4.1627427778262364e-53
163,26.0,1.7246737224927213e-58,37.0,5.988349130262247e-50,102.0,6.080094109791573e-23,115.0,1.0869772791441121e-38,18.0,1.020236131513123e-55,2.0,5.22761870668628e-61,64.0,7.684064237352146e-08,45.0,4.6633067929231455e-29,27.0,2.124521285859456e-53
164,22.0,7.870883127412246e-59,35.0,4.800367249597143e-50,102.0,1.9468534567755432e-23,116.0,2.1932551401377265e-39,18.0,2.6745319646276884e-56,6.0,2.2462827853712997e-61,59.0,1.8959125366368127e-09,56.0,1.8258171273641766e-29,22.0,8.538885694008627e-54
165,29.0,3.2817523570771413e-59,34.0,3.4313125910784085e-50,101.0,6.772581739848967e-24,116.0,4.554645259491504e-40,20.0,7.170672495065667e-57,10.0,8.814546460515265e-62,53.0,4.596748158253326e-11,49.0,1.168716271860078e-29,19.0,3.242472093308812e-54
166,35.0,1.3784591073598684e-59,33.0,2.179910782695688e-50,97.0,2.44374974553152e-24,115.0,9.268158471728524e-41,20.0,1.9659507306171007e-57,12.0,3.63862617041153e-62,47.0,1.1099358295400586e-12,29.0,3.6407905653290503e-29,14.0,1.2704914240809885e-54
167,40.0,6.087888468561021e-60,33.0,1.6715106416209512e-50,96.0,9.071149018806307e-25,114.0,1.7859179616606593e-41,20.0,4.656308448611527e-58,14.0,1.4494485138015805e-62,43.0,2.706302050330081e-14,18.0,2.642707997518625e-28,11.0,5.1447478307159615e-55
168,44.0,2.7157132600307304e-60,34.0,1.333781485747518e-50,91.0,3.7986653520483123e-25,111.0,3.405505064274158e-42,20.0,1.0220324980678341e-58,16.0,5.722620949437795e-63,40.0,1.0151169680312816e-15,14.0,2.3091116342997817e-27,7.0,2.1223252525628738e-55
169,47.0,1.2351894920047745e-60,35.0,1.110769536237828e-50,85.0,1.828464322548198e-25,106.0,6.8240146695055676e-43,21.0,2.3358470513864137e-59,17.0,2.774427424692799e-63,36.0,3.810325951471184e-17,23.0,4.3092528908754735e-27,4.0,8.843649738884817e-56
170,46.0,5.781501259626122e-61,36.0,9.691175651259259e-51,86.0,9.034801404017706e-26,100.0,1.394122528616936e-43,21.0,5.556657834293096e-60,17.0,1.3586672221166412e-63,35.0,2.102551830344122e-18,33.0,5.3747873080372086e-27,9.0,3.7566619782442334e-56
171,41.0,2.8066522934079522e-61,33.0,8.900588855138039e-51,91.0,4.860030323162679e-26,97.0,3.0200908509563025e-44,22.0,1.3755195985327848e-60,15.0,6.720001018927042e-64,36.0,1.39703741721679e-19,31.0,4.1596053312828335e-27,9.0,1.715979495752767e-56
172,37.0,1.4179562893511135e-61,31.0,8.656285957151684e-51,95.0,2.6585973778530686e-26,95.0,6.999991618766669e-45,22.0,3.5429025576091044e-61,14.0,2.9160541367130555e-64,36.0,1.1333738707829002e-20,30.0,1.6829182585379266e-27,14.0,9.165453584365928e-57
173,29.0,7.520167415025116e-62,29.0,8.98100869420043e-51,92.0,1.371433001009568e-26,94.0,1.752474832557457e-45,22.0,1.0093829940866343e-61,10.0,1.276781622357383e-64,35.0,1.1525529628201401e-21,41.0,6.531900402037287e-28,12.0,4.802268566630108e-57
174,25.0,4.2231171727629545e-62,27.0,1.0032962332469496e-50,89.0,6.25081103907005e-27,94.0,4.495062708151715e-46,23.0,2.9551374446201905e-62,8.0,5.641178229491263e-65,35.0,1.5114757165824092e-22,49.0,2.363993090465182e-28,14.0,2.366088339512885e-57
175,23.0,2.533895253390042e-62,27.0,1.546163419433029e-50,89.0,2.4369239011119327e-27,93.0,1.1809109686382433e-46,23.0,9.918912878362051e-63,7.0,2.890959309588258e-65,36.0,2.5789910924846076e-23,49.0,8.090318508443945e-29,18.0,1.0820846344552519e-57
176,21.0,1.6058654574117513e-62,28.0,2.1129898683427079e-50,85.0,8.146820990889152e-28,92.0,3.392330293477645e-47,23.0,3.4022220634035455e-63,8.0,1.300303003513526e-65,35.0,5.598760803766407e-24,45.0,3.0849317164348746e-29,13.0,5.0473201987187e-58
177,21.0,1.0641884259569767e-62,28.0,2.537393676097755e-50,83.0,2.7414538575589433e-28,91.0,1.0774141254317517e-47,23.0,1.1927726468920186e-63,8.0,5.904856034304906e-66,41.0,1.4862275444937891e-24,39.0,1.6906379112324329e-29,8.0,2.406339165069806e-58
178,22.0,7.601496159012184e-63,28.0,2.1044433686649594e-50,83.0,1.2654035301533758e-28,91.0,3.525109212435806e-48,22.0,3.841885339878509e-64,8.0,2.7085564670967016e-66,47.0,4.652708022693295e-25,32.0,8.083564523610792e-30,7.0,1.1641152138654039e-58
179,23.0,5.982496444854774e-63,29.0,1.5016675616353613e-50,82.0,6.603685045439037e-29,89.0,1.1880883678475745e-48,22.0,1.4092111509245536e-64,8.0,1.2558610782073382e-66,51.0,1.6614179810220147e-25,27.0,2.8868806477335807e-30,11.0,5.772592390119703e-59
